case,part,time,idp,return_status,region,x,y,z,trial_state_available,trial_p,trial_q,trial_pc,trial_yield_function,newton_initial_residual,line_search_step_residual_trace_available,p_proxy,q_proxy,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,substep_count,substep_trigger_reason,line_search_backtracks,line_search_reject_reason,line_search_min_alpha,Kplastic,PorePress,PorePressRate,DivVel,velocity,pairwise_reaction_avg
baseline,4,0.002011,511,-1,edge,0.020000855,0.020000855,-1.7114021e-07,0,nan,nan,nan,nan,nan,0,-26.626108173333336,48.58718347853525,119.99983,0.80004817,-1.2447802e-07,1.3347551e-07,0.0,0.0,-26.626118,1.0,0.0,0.0,0.0,1.0,1.3347551e-07,-26302.30619412,6067565.5,-0.0090905344,0.0004904265194144589,0.24897344999999999
baseline,4,0.002011,512,-1,edge,0.020000843,0.020000843,0.0099999113,0,nan,nan,nan,nan,nan,0,-25.44329929333333,46.168640344382005,120.0,0.8000474,0.0,0.0,0.0,0.0,-25.44331,1.0,0.0,0.0,0.0,1.0,0.0,-25112.24713282,8788644.0,-0.013139706,0.0004320275705375171,0.24897344999999999
baseline,4,0.002011,533,-1,edge,0.030001286,-1.7768717e-14,-1.7556957e-07,0,nan,nan,nan,nan,nan,0,-31.03414513333333,50.597191582086644,120.0,0.80004853,0.0,0.0,0.0,0.0,-31.034155,1.0,0.0,0.0,0.0,1.0,0.0,-26864.25490828,5244161.5,-0.0078510195,0.00035201077602708654,0.24897344999999999
baseline,4,0.002011,534,-1,edge,0.030001275,-3.3836374e-14,0.0099998936,0,nan,nan,nan,nan,nan,0,-31.624556733333336,48.12751768829451,120.0,0.8000493,0.0,0.0,0.0,0.0,-31.624567,1.0,0.0,0.0,0.0,1.0,0.0,-25984.84464316,6800458.5,-0.010145581,0.0003018647322297976,0.24897344999999999
baseline,4,0.002011,544,-1,edge,0.030001253,0.010000549,-1.9385601e-07,0,nan,nan,nan,nan,nan,0,-23.523070833333332,50.640883695105984,119.99577,0.80005348,-3.1296515e-06,3.3605743e-06,0.0,0.0,-23.523081,1.0,0.0,0.0,0.0,1.0,3.3605743e-06,-26974.04112683,3525197.3,-0.0052751875,0.000387473963271134,0.24897344999999999
baseline,4,0.002011,545,-1,edge,0.030001268,0.010000552,0.0099999011,0,nan,nan,nan,nan,nan,0,-28.40385543333333,50.66412670487219,119.99876,0.80005157,-9.1276979e-07,9.5598659e-07,0.0,0.0,-28.403866,1.0,0.0,0.0,0.0,1.0,9.5598659e-07,-26979.3844244,3967396.3,-0.0058947317,0.0003064374296621643,0.24897344999999999
baseline,4,0.002011,302,-1,edge,-0.010000549,0.030001253,-1.9385588e-07,0,nan,nan,nan,nan,nan,0,-23.52307263333334,50.64088777169005,119.99577,0.80005348,-3.1296536e-06,3.3605766e-06,0.0,0.0,-23.523083,1.0,0.0,0.0,0.0,1.0,3.3605766e-06,-26974.04083558,3525198.0,-0.0052751885,0.0003874739747777129,0.24897344999999999
baseline,4,0.002011,303,-1,edge,-0.010000552,0.030001268,0.0099999011,0,nan,nan,nan,nan,nan,0,-28.403857,50.6641205695439,119.99876,0.80005157,-9.1276485e-07,9.5598136e-07,0.0,0.0,-28.403868,1.0,0.0,0.0,0.0,1.0,9.5598136e-07,-26979.38458082,3967394.5,-0.0058947289,0.00030643741741037125,0.24897344999999999
baseline,4,0.002011,379,-1,edge,-2.8519288e-15,0.030001286,-1.7556964e-07,0,nan,nan,nan,nan,nan,0,-31.034147633333333,50.597196911218234,120.0,0.80004853,0.0,0.0,0.0,0.0,-31.034157,1.0,0.0,0.0,0.0,1.0,0.0,-26864.2556215,5244160.5,-0.0078510176,0.00035201076193154925,0.24897344999999999
baseline,4,0.002011,380,-1,edge,-1.8106446e-14,0.030001275,0.0099998936,0,nan,nan,nan,nan,nan,0,-31.624550666666668,48.12751325865113,120.0,0.8000493,0.0,0.0,0.0,0.0,-31.624561,1.0,0.0,0.0,0.0,1.0,0.0,-25984.84527066,6800456.0,-0.010145578,0.00030186464636739726,0.24897344999999999
baseline,4,0.002011,456,-1,edge,0.010000549,0.030001253,-1.9385602e-07,0,nan,nan,nan,nan,nan,0,-23.523072400000004,50.64088993337848,119.99577,0.80005348,-3.1296527e-06,3.3605754e-06,0.0,0.0,-23.523083,1.0,0.0,0.0,0.0,1.0,3.3605754e-06,-26974.04141093,3525196.8,-0.0052751866,0.00038747397429267903,0.24897344999999999
baseline,4,0.002011,457,-1,edge,0.010000552,0.030001268,0.0099999011,0,nan,nan,nan,nan,nan,0,-28.4038556,50.66411942160457,119.99876,0.80005157,-9.1276524e-07,9.5598182e-07,0.0,0.0,-28.403866,1.0,0.0,0.0,0.0,1.0,9.5598182e-07,-26979.38484967,3967393.8,-0.005894728,0.0003064374003135306,0.24897344999999999
baseline,4,0.002011,332,-3,lateral_boundary,5.2256885e-14,-0.020000832,0.079998836,0,nan,nan,nan,nan,nan,0,55.966415000000005,86.256883269968,119.97747,0.80002463,-1.6690143e-05,4.5310258e-05,0.0,8.0,2281.4937,1.0,0.0,12.0,4.0,0.00048828125,4.5310258e-05,-11194.07095222,2327958.5,-0.0035571614,0.0014565515814226539,0.24897344999999999
baseline,4,0.002011,211,-3,lateral_boundary,-0.020000832,1.0170985e-13,0.079998836,0,nan,nan,nan,nan,nan,0,55.966413666666675,86.25688480752183,119.97747,0.80002463,-1.6690145e-05,4.5310262e-05,0.0,8.0,2281.4939,1.0,0.0,12.0,4.0,0.00048828125,4.5310262e-05,-11194.07128369,2327959.0,-0.0035571621,0.001456551600143024,0.24897344999999999
baseline,4,0.002011,376,-3,lateral_boundary,1.1654485e-13,0.020000832,0.079998836,0,nan,nan,nan,nan,nan,0,55.96642033333333,86.2568882504746,119.97747,0.80002463,-1.6690139e-05,4.5310262e-05,0.0,8.0,2281.4941,1.0,0.0,12.0,4.0,0.00048828125,4.5310262e-05,-11194.0717473,2327956.0,-0.0035571579,0.001456551552345493,0.24897344999999999
baseline,4,0.002011,497,-3,lateral_boundary,0.020000832,1.5938063e-14,0.079998836,0,nan,nan,nan,nan,nan,0,55.96641366666666,86.25687020419811,119.97747,0.80002463,-1.6690143e-05,4.5310266e-05,0.0,8.0,2281.4919,1.0,0.0,12.0,4.0,0.00048828125,4.5310266e-05,-11194.07128353,2327954.8,-0.0035571558,0.0014565514886962232,0.24897344999999999
baseline,5,0.002513,148,-1,edge,-0.030001029,-0.010000407,-3.249134e-07,0,nan,nan,nan,nan,nan,0,-1.229495966666666,42.91453725322825,119.99577,0.80005348,-3.1296529e-06,3.3605756e-06,0.0,0.0,-1.2295059,1.0,0.0,0.0,0.0,1.0,3.3605756e-06,-18712.19528097,12574924.0,-0.018836556,0.0007069176685277567,0.24897344999999999
baseline,5,0.002513,149,-1,edge,-0.030001059,-0.010000418,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000552999999996,47.233266378368505,119.99876,0.80005157,-9.1276229e-07,9.5597863e-07,0.0,0.0,-11.000563,1.0,0.0,0.0,0.0,1.0,9.5597863e-07,-13569.98070266,15808004.0,-0.023693679,0.0006831201679928815,0.24897344999999999
baseline,5,0.002513,182,-1,edge,-0.020000638,-0.020000638,0.009999793,0,nan,nan,nan,nan,nan,0,-2.879696333333334,40.24545689373217,120.0,0.8000474,0.0,0.0,0.0,0.0,-2.8797061,1.0,0.0,0.0,0.0,1.0,0.0,-13032.01977973,18520874.0,-0.027763933,0.000701159299963007,0.24897344999999999
baseline,5,0.002513,192,-1,edge,-0.020000715,-0.010000437,-7.6964163e-08,0,nan,nan,nan,nan,nan,0,-2.918201666666667,44.115333932078705,119.99848,0.80005115,-1.1236285e-06,1.188681e-06,0.0,0.0,-2.9182117,1.0,0.0,0.0,0.0,1.0,1.188681e-06,-17635.34315776,14413679.0,-0.021590091,0.00040890673306321284,0.24897344999999999
baseline,5,0.002513,236,-1,edge,-0.010000407,-0.030001029,-3.2491346e-07,0,nan,nan,nan,nan,nan,0,-1.229492433333333,42.914540740450896,119.99577,0.80005348,-3.1296529e-06,3.3605759e-06,0.0,0.0,-1.2295024,1.0,0.0,0.0,0.0,1.0,3.3605759e-06,-18712.19524395,12574926.0,-0.01883656,0.0007069177799363132,0.24897344999999999
baseline,5,0.002513,237,-1,edge,-0.010000418,-0.030001059,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000552666666664,47.233264590141715,119.99876,0.80005157,-9.1276087e-07,9.5597716e-07,0.0,0.0,-11.000563,1.0,0.0,0.0,0.0,1.0,9.5597716e-07,-13569.98059181,15808005.0,-0.023693681,0.0006831201813035276,0.24897344999999999
baseline,5,0.002513,247,-1,edge,-0.010000437,-0.020000715,-7.696422e-08,0,nan,nan,nan,nan,nan,0,-2.918205333333333,44.11533212320479,119.99848,0.80005115,-1.1236284e-06,1.1886808e-06,0.0,0.0,-2.9182153,1.0,0.0,0.0,0.0,1.0,1.1886808e-06,-17635.3433477,14413679.0,-0.021590091,0.00040890676463846117,0.24897344999999999
baseline,5,0.002513,313,-1,edge,3.3087194e-14,-0.030001048,-3.1096184e-07,0,nan,nan,nan,nan,nan,0,-6.5231542,44.24016424755118,120.0,0.80004853,0.0,0.0,0.0,0.0,-6.5231643,1.0,0.0,0.0,0.0,1.0,0.0,-18469.36249242,14041212.0,-0.021032814,0.0006641603452996624,0.24897344999999999
baseline,5,0.002513,314,-1,edge,7.3628583e-14,-0.030001055,0.009999766,0,nan,nan,nan,nan,nan,0,-11.368279666666666,46.489149875634865,120.0,0.8000493,0.0,0.0,0.0,0.0,-11.36829,1.0,0.0,0.0,0.0,1.0,0.0,-13374.25512727,17051536.0,-0.025556991,0.0006243524344909241,0.24897344999999999
baseline,5,0.002513,324,-1,edge,-9.6509504e-14,-0.020000676,6.6719835e-10,0,nan,nan,nan,nan,nan,0,-0.5420116666666649,43.39251965262723,119.99895,0.80005115,-7.7281032e-07,8.1093793e-07,0.0,0.0,-0.54202157,1.0,0.0,0.0,0.0,1.0,8.1093793e-07,-17264.89299101,16402087.0,-0.024571978,0.00031714559271818667,0.24897344999999999
baseline,5,0.002513,390,-1,edge,0.010000407,-0.030001029,-3.2491343e-07,0,nan,nan,nan,nan,nan,0,-1.2294928000000003,42.9145423241547,119.99577,0.80005348,-3.1296529e-06,3.3605756e-06,0.0,0.0,-1.2295028,1.0,0.0,0.0,0.0,1.0,3.3605756e-06,-18712.19533631,12574924.0,-0.018836556,0.0007069177826162689,0.24897344999999999
baseline,5,0.002513,391,-1,edge,0.010000418,-0.030001059,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000548666666667,47.23326413650746,119.99876,0.80005157,-9.1276343e-07,9.5597989e-07,0.0,0.0,-11.000559,1.0,0.0,0.0,0.0,1.0,9.5597989e-07,-13569.98045559,15808003.0,-0.023693677,0.0006831201970459965,0.24897344999999999
baseline,5,0.002513,401,-1,edge,0.010000437,-0.020000715,-7.6964248e-08,0,nan,nan,nan,nan,nan,0,-2.9182029999999997,44.11533373017224,119.99848,0.80005115,-1.123627e-06,1.1886794e-06,0.0,0.0,-2.9182131,1.0,0.0,0.0,0.0,1.0,1.1886794e-06,-17635.34312041,14413681.0,-0.021590095,0.00040890673521833804,0.24897344999999999
baseline,5,0.002513,468,-1,edge,0.020000638,-0.020000638,0.009999793,0,nan,nan,nan,nan,nan,0,-2.8797053333333325,40.24546073187429,120.0,0.8000474,0.0,0.0,0.0,0.0,-2.8797157,1.0,0.0,0.0,0.0,1.0,0.0,-13032.0191976,18520876.0,-0.027763935,0.0007011593513318454,0.24897344999999999
baseline,5,0.002513,478,-1,edge,0.020000715,-0.010000437,-7.6964099e-08,0,nan,nan,nan,nan,nan,0,-2.9182019999999995,44.11533103838305,119.99848,0.80005115,-1.1236272e-06,1.1886796e-06,0.0,0.0,-2.9182122,1.0,0.0,0.0,0.0,1.0,1.1886796e-06,-17635.34327306,14413679.0,-0.021590091,0.0004089067203813962,0.24897344999999999
baseline,5,0.002513,522,-1,edge,0.030001029,-0.010000407,-3.2491334e-07,0,nan,nan,nan,nan,nan,0,-1.229492033333333,42.91453985302772,119.99577,0.80005348,-3.1296529e-06,3.3605759e-06,0.0,0.0,-1.2295021,1.0,0.0,0.0,0.0,1.0,3.3605759e-06,-18712.19542465,12574925.0,-0.018836558,0.0007069176658478006,0.24897344999999999
baseline,5,0.002513,523,-1,edge,0.030001059,-0.010000418,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000550000000002,47.233271086185425,119.99876,0.80005157,-9.1276587e-07,9.5598239e-07,0.0,0.0,-11.00056,1.0,0.0,0.0,0.0,1.0,9.5598239e-07,-13569.98085379,15808001.0,-0.023693675,0.0006831201458084735,0.24897344999999999
baseline,5,0.002513,159,-1,edge,-0.030001048,3.9226817e-14,-3.1096189e-07,0,nan,nan,nan,nan,nan,0,-6.523155900000002,44.2401639250026,120.0,0.80004853,0.0,0.0,0.0,0.0,-6.5231657,1.0,0.0,0.0,0.0,1.0,0.0,-18469.36189494,14041216.0,-0.02103282,0.00066416052764235,0.24897344999999999
baseline,5,0.002513,160,-1,edge,-0.030001055,1.6876212e-14,0.009999766,0,nan,nan,nan,nan,nan,0,-11.36828,46.48914973803622,120.0,0.8000493,0.0,0.0,0.0,0.0,-11.36829,1.0,0.0,0.0,0.0,1.0,0.0,-13374.25483203,17051540.0,-0.025556996,0.0006243524874149047,0.24897344999999999
baseline,5,0.002513,170,-1,edge,-0.030001029,0.010000407,-3.2491346e-07,0,nan,nan,nan,nan,nan,0,-1.229492433333333,42.914540710022216,119.99577,0.80005348,-3.1296534e-06,3.3605763e-06,0.0,0.0,-1.2295024,1.0,0.0,0.0,0.0,1.0,3.3605763e-06,-18712.19545068,12574924.0,-0.018836556,0.0007069176794064034,0.24897344999999999
baseline,5,0.002513,171,-1,edge,-0.030001059,0.010000418,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000553000000002,47.23326634371722,119.99876,0.80005157,-9.1276615e-07,9.5598273e-07,0.0,0.0,-11.000563,1.0,0.0,0.0,0.0,1.0,9.5598273e-07,-13569.98078723,15808003.0,-0.023693677,0.0006831202325410516,0.24897344999999999
baseline,5,0.002513,203,-1,edge,-0.020000676,-1.5005336e-13,6.6719835e-10,0,nan,nan,nan,nan,nan,0,-0.5420049999999996,43.392521622787584,119.99895,0.80005115,-7.7281067e-07,8.1093827e-07,0.0,0.0,-0.5420149,1.0,0.0,0.0,0.0,1.0,8.1093827e-07,-17264.89307937,16402083.0,-0.024571972,0.00031714558590026967,0.24897344999999999
baseline,5,0.002513,214,-1,edge,-0.020000715,0.010000437,-7.6964156e-08,0,nan,nan,nan,nan,nan,0,-2.9182006666666673,44.11533430240899,119.99848,0.80005115,-1.1236277e-06,1.1886802e-06,0.0,0.0,-2.9182107,1.0,0.0,0.0,0.0,1.0,1.1886802e-06,-17635.3430573,14413680.0,-0.021590093,0.0004089066646078821,0.24897344999999999
baseline,5,0.002513,226,-1,edge,-0.020000638,0.020000638,0.009999793,0,nan,nan,nan,nan,nan,0,-2.879706,40.2454605448487,120.0,0.8000474,0.0,0.0,0.0,0.0,-2.8797162,1.0,0.0,0.0,0.0,1.0,0.0,-13032.01967746,18520874.0,-0.027763933,0.0007011593580313521,0.24897344999999999
baseline,5,0.002513,291,-1,edge,-0.010000437,0.020000715,-7.6964156e-08,0,nan,nan,nan,nan,nan,0,-2.918202666666666,44.11532853690169,119.99848,0.80005115,-1.1236258e-06,1.1886781e-06,0.0,0.0,-2.9182124,1.0,0.0,0.0,0.0,1.0,1.1886781e-06,-17635.34324414,14413681.0,-0.021590095,0.00040890667927404094,0.24897344999999999
baseline,5,0.002513,368,-1,edge,4.5055878e-14,0.020000676,6.6725575e-10,0,nan,nan,nan,nan,nan,0,-0.5420136666666657,43.392512509986794,119.99895,0.80005115,-7.7281135e-07,8.1093896e-07,0.0,0.0,-0.54202348,1.0,0.0,0.0,0.0,1.0,8.1093896e-07,-17264.8937855,16402080.0,-0.024571966,0.00031714560333795123,0.24897344999999999
baseline,5,0.002513,445,-1,edge,0.010000437,0.020000715,-7.696412e-08,0,nan,nan,nan,nan,nan,0,-2.918205333333334,44.11533543101088,119.99848,0.80005115,-1.1236265e-06,1.1886788e-06,0.0,0.0,-2.9182153,1.0,0.0,0.0,0.0,1.0,1.1886788e-06,-17635.3433754,14413680.0,-0.021590093,0.0004089067110200723,0.24897344999999999
baseline,5,0.002513,489,-1,edge,0.020000676,1.2971524e-13,6.6708278e-10,0,nan,nan,nan,nan,nan,0,-0.5420139999999994,43.39251486693785,119.99895,0.80005115,-7.728126e-07,8.1094026e-07,0.0,0.0,-0.54202414,1.0,0.0,0.0,0.0,1.0,8.1094026e-07,-17264.89377943,16402078.0,-0.024571965,0.00031714563467341166,0.24897344999999999
baseline,5,0.002513,500,-1,edge,0.020000715,0.010000437,-7.6964184e-08,0,nan,nan,nan,nan,nan,0,-2.9182006666666673,44.11533258447354,119.99848,0.80005115,-1.1236265e-06,1.1886789e-06,0.0,0.0,-2.9182107,1.0,0.0,0.0,0.0,1.0,1.1886789e-06,-17635.3431916,14413680.0,-0.021590093,0.00040890664256474214,0.24897344999999999
baseline,5,0.002513,512,-1,edge,0.020000638,0.020000638,0.009999793,0,nan,nan,nan,nan,nan,0,-2.8797009999999994,40.24545331196158,120.0,0.8000474,0.0,0.0,0.0,0.0,-2.8797109,1.0,0.0,0.0,0.0,1.0,0.0,-13032.01972372,18520874.0,-0.027763933,0.0007011593320685317,0.24897344999999999
baseline,5,0.002513,533,-1,edge,0.030001048,-2.4141659e-14,-3.1096178e-07,0,nan,nan,nan,nan,nan,0,-6.5231508666666675,44.240154731356334,120.0,0.80004853,0.0,0.0,0.0,0.0,-6.5231605,1.0,0.0,0.0,0.0,1.0,0.0,-18469.3630552,14041208.0,-0.021032808,0.000664160332486958,0.24897344999999999
baseline,5,0.002513,534,-1,edge,0.030001055,-3.9042266e-14,0.009999766,0,nan,nan,nan,nan,nan,0,-11.368276333333332,46.48915731928963,120.0,0.8000493,0.0,0.0,0.0,0.0,-11.368286,1.0,0.0,0.0,0.0,1.0,0.0,-13374.25451923,17051542.0,-0.025557002,0.0006243526279436878,0.24897344999999999
baseline,5,0.002513,544,-1,edge,0.030001029,0.010000407,-3.2491346e-07,0,nan,nan,nan,nan,nan,0,-1.229491633333333,42.91453482580221,119.99577,0.80005348,-3.1296515e-06,3.3605743e-06,0.0,0.0,-1.2295017,1.0,0.0,0.0,0.0,1.0,3.3605743e-06,-18712.19547219,12574926.0,-0.01883656,0.0007069176196270693,0.24897344999999999
baseline,5,0.002513,545,-1,edge,0.030001059,0.010000418,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000550333333335,47.23327664824325,119.99876,0.80005157,-9.1276979e-07,9.5598659e-07,0.0,0.0,-11.00056,1.0,0.0,0.0,0.0,1.0,9.5598659e-07,-13569.98068396,15808003.0,-0.023693677,0.0006831201480467953,0.24897344999999999
baseline,5,0.002513,302,-1,edge,-0.010000407,0.030001029,-3.2491334e-07,0,nan,nan,nan,nan,nan,0,-1.2294952,42.91453834444777,119.99577,0.80005348,-3.1296536e-06,3.3605766e-06,0.0,0.0,-1.2295052,1.0,0.0,0.0,0.0,1.0,3.3605766e-06,-18712.19605886,12574923.0,-0.018836554,0.0007069176549691537,0.24897344999999999
baseline,5,0.002513,303,-1,edge,-0.010000418,0.030001059,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000552333333333,47.23327091788162,119.99876,0.80005157,-9.1276485e-07,9.5598136e-07,0.0,0.0,-11.000563,1.0,0.0,0.0,0.0,1.0,9.5598136e-07,-13569.98134125,15808003.0,-0.023693677,0.0006831201591191179,0.24897344999999999
baseline,5,0.002513,379,-1,edge,-7.5456668e-15,0.030001048,-3.1096187e-07,0,nan,nan,nan,nan,nan,0,-6.523153033333333,44.24015998057348,120.0,0.80004853,0.0,0.0,0.0,0.0,-6.5231628,1.0,0.0,0.0,0.0,1.0,0.0,-18469.36341956,14041209.0,-0.02103281,0.0006641603739268001,0.24897344999999999
baseline,5,0.002513,380,-1,edge,-2.2234105e-14,0.030001055,0.009999766,0,nan,nan,nan,nan,nan,0,-11.368273333333335,46.48914976680793,120.0,0.8000493,0.0,0.0,0.0,0.0,-11.368283,1.0,0.0,0.0,0.0,1.0,0.0,-13374.2553508,17051542.0,-0.025557,0.0006243525309163834,0.24897344999999999
baseline,5,0.002513,456,-1,edge,0.010000407,0.030001029,-3.2491349e-07,0,nan,nan,nan,nan,nan,0,-1.229492733333334,42.91453996094323,119.99577,0.80005348,-3.1296527e-06,3.3605754e-06,0.0,0.0,-1.2295028,1.0,0.0,0.0,0.0,1.0,3.3605754e-06,-18712.19567385,12574928.0,-0.018836562,0.0007069176685277567,0.24897344999999999
baseline,5,0.002513,457,-1,edge,0.010000418,0.030001059,0.0099997949,0,nan,nan,nan,nan,nan,0,-11.000552333333337,47.23326768428949,119.99876,0.80005157,-9.1276524e-07,9.5598182e-07,0.0,0.0,-11.000563,1.0,0.0,0.0,0.0,1.0,9.5598182e-07,-13569.98137118,15808004.0,-0.023693679,0.0006831201591191179,0.24897344999999999
baseline,6,0.003016,265,-3,interior,-0.010000246,-0.010000246,0.069998294,0,nan,nan,nan,nan,nan,0,60.30650133333333,79.78379197197309,119.98426,0.80000842,-1.1664101e-05,5.304614e-05,0.0,6.0,1182.9553,1.0,0.0,12.0,4.0,0.00048828125,5.304614e-05,-5116.980070738,-4984689.0,0.0074076732,0.0008866371402694629,0.3101925
baseline,6,0.003016,419,-3,interior,0.010000246,-0.010000246,0.069998294,0,nan,nan,nan,nan,nan,0,60.306498,79.78379537239931,119.98426,0.80000842,-1.16641e-05,5.3046148e-05,0.0,6.0,1182.9559,1.0,0.0,12.0,4.0,0.00048828125,5.3046148e-05,-5116.980374623,-4984692.5,0.0074076783,0.0008866372624009312,0.3101925
baseline,6,0.003016,287,-3,interior,-0.010000246,0.010000246,0.069998294,0,nan,nan,nan,nan,nan,0,60.306492,79.78379013355071,119.98426,0.80000842,-1.16641e-05,5.3046133e-05,0.0,6.0,1182.9554,1.0,0.0,12.0,4.0,0.00048828125,5.3046133e-05,-5116.980963109,-4984694.0,0.0074076806,0.0008866372597963822,0.3101925
baseline,6,0.003016,441,-3,interior,0.010000246,0.010000246,0.069998294,0,nan,nan,nan,nan,nan,0,60.3065,79.78379331844708,119.98426,0.80000842,-1.1664102e-05,5.3046133e-05,0.0,6.0,1182.9556,1.0,0.0,12.0,4.0,0.00048828125,5.3046133e-05,-5116.980785519,-4984692.0,0.0074076778,0.0008866373827960353,0.3101925
baseline,7,0.003519,345,-3,top_cap_zone,-7.0585912e-14,-0.01000121,0.099990673,0,nan,nan,nan,nan,nan,0,51.11414833333333,98.4007186821712,120.104,0.79985487,7.7018623e-05,0.00032865928,0.0,9.0,4604.7461,1.0,0.0,12.0,1.0,0.00024414063,0.00032865928,-83323.40735042,-41704604.0,0.062669322,0.003853955530547165,0.3101925
baseline,7,0.003519,279,-3,top_cap_zone,-0.01000121,-1.4188394e-14,0.099990673,0,nan,nan,nan,nan,nan,0,51.11415433333334,98.4007248282218,120.104,0.79985487,7.7018631e-05,0.00032865931,0.0,9.0,4604.748,1.0,0.0,12.0,1.0,0.00024414063,0.00032865931,-83323.40536936,-41704588.0,0.0626693,0.003853955728456548,0.3101925
baseline,7,0.003519,367,-3,top_cap_zone,8.3034979e-14,0.01000121,0.099990673,0,nan,nan,nan,nan,nan,0,51.11415433333334,98.40072469827687,120.104,0.79985487,7.7018631e-05,0.00032865931,0.0,9.0,4604.7466,1.0,0.0,12.0,1.0,0.00024414063,0.00032865931,-83323.40778435,-41704584.0,0.062669292,0.003853955332637783,0.3101925
baseline,7,0.003519,433,-3,top_cap_zone,0.01000121,3.3576812e-13,0.099990673,0,nan,nan,nan,nan,nan,0,51.114159,98.40071771195481,120.104,0.79985487,7.7018631e-05,0.00032865931,0.0,9.0,4604.7466,1.0,0.0,12.0,1.0,0.00024414063,0.00032865931,-83323.40938786,-41704604.0,0.062669322,0.003853955019910464,0.3101925
baseline,8,0.004021,356,-3,top_cap_zone,1.3928266e-13,2.3145662e-13,0.099988662,0,nan,nan,nan,nan,nan,0,56.625532,97.62578700000006,120.14371,0.79979998,0.00010639787,0.00037757325,0.0,8.0,4351.4722,1.0,0.0,12.0,1.0,0.00024414063,0.00037757325,-95826.76414053,-33966004.0,0.050975591,0.0038848526,0.301358
baseline,14,0.007037,343,-3,interior,2.169712e-13,-0.010001391,0.079990998,0,nan,nan,nan,nan,nan,0,37.79525376666667,87.12085062576418,119.83299,0.80023104,-0.00012379396,0.000460437,0.0,6.0,3125.1248,1.0,0.0,12.0,1.0,0.001953125,0.000460437,-124145.1082369,-19470682.0,0.029195914,0.0017698474553745538,0.291647
baseline,14,0.007037,277,-3,interior,-0.010001391,-5.3487878e-14,0.079990998,0,nan,nan,nan,nan,nan,0,37.795254400000005,87.12085002802348,119.83299,0.80023104,-0.00012379399,0.000460437,0.0,6.0,3125.1245,1.0,0.0,12.0,1.0,0.001953125,0.000460437,-124145.1046478,-19470674.0,0.029195903,0.0017698475423368525,0.291647
baseline,14,0.007037,365,-3,interior,2.5573115e-13,0.010001391,0.079990998,0,nan,nan,nan,nan,nan,0,37.795256933333334,87.12084613520497,119.83299,0.80023104,-0.00012379397,0.00046043698,0.0,6.0,3125.1238,1.0,0.0,12.0,1.0,0.001953125,0.00046043698,-124145.1052575,-19470676.0,0.029195907,0.0017698475423368525,0.291647
baseline,14,0.007037,431,-3,interior,0.010001391,9.6783523e-14,0.079990998,0,nan,nan,nan,nan,nan,0,37.7952615,87.12085135205673,119.83299,0.80023104,-0.00012379399,0.00046043698,0.0,6.0,3125.1243,1.0,0.0,12.0,1.0,0.001953125,0.00046043698,-124145.105958,-19470678.0,0.029195908,0.0017698475460210764,0.291647
baseline,15,0.00754,323,-1,edge,1.0070513e-13,-0.030027263,0.099977516,0,nan,nan,nan,nan,nan,0,-0.07364996666666694,80.0080121178001,119.26993,0.80100846,-0.0005422614,0.00093675603,0.0,0.0,-0.073660046,1.0,0.0,0.0,0.0,1.0,0.00093675603,-237347.7223762,-66923088.0,0.10061236,0.005916646641902406,0.291647
baseline,15,0.00754,169,-1,edge,-0.030027263,1.3863766e-13,0.099977516,0,nan,nan,nan,nan,nan,0,-0.07364579999999894,80.00801754307575,119.26993,0.80100846,-0.0005422614,0.00093675614,0.0,0.0,-0.073655672,1.0,0.0,0.0,0.0,1.0,0.00093675614,-237347.7227957,-66923088.0,0.10061236,0.005916646641902406,0.291647
baseline,15,0.00754,543,-1,edge,0.030027263,1.2268417e-13,0.099977516,0,nan,nan,nan,nan,nan,0,-0.0736498000000007,80.008010176959,119.26993,0.80100846,-0.0005422614,0.00093675614,0.0,0.0,-0.073659882,1.0,0.0,0.0,0.0,1.0,0.00093675614,-237347.7255085,-66923092.0,0.10061236,0.005916646515124764,0.291647
baseline,15,0.00754,389,-1,edge,4.0268837e-14,0.030027263,0.099977516,0,nan,nan,nan,nan,nan,0,-0.07364503333333279,80.00801357986953,119.26993,0.80100846,-0.00054226135,0.00093675614,0.0,0.0,-0.073654957,1.0,0.0,0.0,0.0,1.0,0.00093675614,-237347.7261397,-66923088.0,0.10061236,0.005916646641902406,0.291647
